baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT5G05880	461.924662281291	-0.653314232759211	0.113142811189996	-5.77424430140883	7.72992160480673e-09	3.83513239903423e-07
AT5G06740	189.377503002192	-0.529632758611133	0.183419228754272	-2.88755307831266	0.00388251093353492	0.0490807107581039
AT5G06900	23.8384614215121	-5.67793648666458	0.978599094318749	-5.80210682763534	6.54868157018198e-09	3.27216823670278e-07
AT5G09030	48.5783322807105	-1.57462493592551	0.519187489498079	-3.03286378769983	0.00242244917526994	0.0341123997396268
AT5G10230	282.113115194544	-0.575042327723422	0.152836649311295	-3.76246358654584	0.000168247810686775	0.00376610757552159
AT5G11160	65.2648716491059	-1.89395909285942	0.378709515865997	-5.00108662051572	5.70080905842595e-07	2.22194565260572e-05
AT5G11420	174.893087275614	-0.552327713309905	0.18348691074344	-3.01017500960706	0.00261097198296622	0.0361727695353651
AT5G12980	227.605763961827	-0.643393083169783	0.160859324459689	-3.99972513456015	6.3416094731914e-05	0.001613781167845
AT5G13630	516.997889151254	-0.751786049667174	0.124709750909966	-6.02828603362318	1.65707589783519e-09	9.05209906263029e-08
AT5G13770	50.3376545099242	-0.995436306240185	0.328069113368045	-3.03422744073884	0.00241152550278488	0.0340357608779933
AT5G13930	4337.98867006158	-0.517117372921568	0.104493689882834	-4.94879043415347	7.46760968851611e-07	2.86816061734154e-05
AT5G14120	1318.46550025518	-0.745442948269862	0.157625608258924	-4.72919950320101	2.25406806334641e-06	7.948039997278e-05
AT5G15190	92.1349206417661	-0.779311418829179	0.238721004052691	-3.26452807084026	0.00109646597628001	0.0181333973143846
AT5G15970	1669.50897952871	-0.764132987309947	0.0843017809334803	-9.06425675529796	1.25456624987571e-19	1.31882719878843e-17
AT5G18820	73.3788111158562	-1.06156143504963	0.317762040108125	-3.34074338989143	0.000835544095686815	0.0144887194092534
AT5G19600	927.645478045651	-1.08624953620008	0.103381744847187	-10.5071696923448	8.00602448367019e-26	1.18052470113755e-23
AT5G19940	234.1425682104	-0.502695845681758	0.158192835525984	-3.17774091355223	0.00148427320783033	0.0234437339777605
AT5G20700	1859.92378291549	-0.512321290443181	0.104211626043548	-4.9161625232591	8.82571361875456e-07	3.32914127665579e-05
AT5G20820	75.5634999323131	-0.830967928718843	0.28106744071932	-2.95647168022093	0.003111808066215	0.0416342543681532
AT5G24380	428.770953916864	-1.06473822308988	0.136481821987937	-7.80131894182941	6.12634578179652e-15	5.12619552202228e-13
AT5G24580	236.350870783031	-0.684964463754528	0.159436146862704	-4.29616794706144	1.73775947211106e-05	0.000509629989275854
AT5G24770	1088.51287140643	-0.502343482711836	0.122245318003562	-4.10930652327475	3.96849038189362e-05	0.00106327303929617
AT5G25250	242.927063003238	-0.628501315238702	0.213123909862237	-2.94899486240171	0.00318809275871193	0.0422793232139621
AT5G25630	244.171415666069	-0.639624804215773	0.152321622469149	-4.19917273626285	2.67891905641495e-05	0.000745220148068149
AT5G26010	395.734500388891	-0.580189066608507	0.136898165354887	-4.2381069542054	2.25412386416638e-05	0.000639710037682534
AT5G39670	589.29241426334	-0.990352660178194	0.249634662299239	-3.96720812348989	7.27194862659962e-05	0.00182326169727086
AT5G40510	1263.61900875818	-0.736638350840126	0.075719910498967	-9.72846304209744	2.28011920462089e-22	2.77910945367838e-20
AT5G40650	935.554212040016	-0.521306580183616	0.0845851541059349	-6.16309783547512	7.13354016711408e-10	4.06534670172345e-08
AT5G41080	826.884455162436	-0.739618174916789	0.173948363004914	-4.25194099064845	2.11925707679078e-05	0.000609640582826881
AT5G43370	10.8958857989432	-4.38899979577899	1.10511862732219	-3.97151915393371	7.14157574713361e-05	0.00179698408358066
AT5G44190	92.5045144437747	-0.900258691762751	0.24230410150831	-3.71540839036056	0.000202875759126373	0.00442840399269016
AT5G47220	448.219486891912	-0.665547214157712	0.185423252194356	-3.58934063706369	0.000331515419985775	0.00673442595936421
AT5G48180	165.854274035465	-0.604456722395711	0.178243570711727	-3.39118387261944	0.000695913952523087	0.0124991836481276
AT5G48485	162.872986902275	-0.930180809223792	0.230702688623405	-4.03194611547074	5.53168719497651e-05	0.00142942593374111
AT5G48650	105.573733028181	-0.738083692851423	0.225291808462407	-3.27612307739357	0.00105242686680166	0.0176208523020594
AT5G48775	27.4408577095538	-8.34229528156593	1.29168838619348	-6.45844258625728	1.05785981608654e-10	6.69850813273294e-09
AT5G49760	1465.10201222284	-0.626359172146584	0.0889437149267879	-7.042197109286	1.89231870929853e-12	1.35259092556843e-10
AT5G49780	162.408555283951	-0.629680102163329	0.182036570885697	-3.45908571612631	0.000542012384137039	0.0101558248300601
AT5G51010	74.2350493041252	-0.849646307848569	0.268729367109429	-3.16171737011007	0.00156841710545615	0.0243352782087184
AT5G52310	848.339359477021	-0.997785317908845	0.117593442289114	-8.48504217995166	2.15640496269614e-17	2.05746402911362e-15
AT5G52790	297.833639787486	-0.549292587567064	0.13939024147266	-3.94068179926931	8.12503459547554e-05	0.0019967888051305
AT5G53550	894.269145995759	-0.869581181584171	0.119971480182149	-7.24823249878981	4.22245360601286e-13	3.24072216836617e-11
AT5G54230	399.612457905531	-0.564340297357578	0.178060992821659	-3.16936510582531	0.00152772354484859	0.0239092320940821
AT5G54270	297.694005519422	-0.590707241618506	0.164917648123022	-3.58183158892651	0.000341193723281288	0.00691367741847741
AT5G54700	76.6677140815019	-1.02282868029905	0.294218391295241	-3.4764267311647	0.000508143051693389	0.00965288683604215
AT5G56870	2308.1145648163	-0.75525597852646	0.119902117938044	-6.29893776285682	2.99692284314385e-10	1.82639060897489e-08
AT5G56960	16.7541887956583	-2.25460464887183	0.726062774270477	-3.1052475471383	0.00190119837038319	0.0282712756261635
AT5G57660	217.383528195328	-0.827546185430183	0.167946545393176	-4.92743797434377	8.33148590611966e-07	3.15967107583524e-05
AT5G57785	147.19366349345	-0.780841766053717	0.264494462139444	-2.95220459338786	0.00315513802263654	0.0420538813813616
AT5G58330	332.282222791717	-0.703917190090301	0.14375023586096	-4.89680720086717	9.74063214876327e-07	3.66769588372897e-05
AT5G59400	48.0528761155467	-1.01261383067526	0.330000519207982	-3.06852193173993	0.00215120537580818	0.0312614173358313
AT5G59520	185.44093351992	-2.52751950868329	0.200542759263324	-12.6033944978513	2.02249134396433e-36	4.30770227058907e-34
AT5G59530	275.847760142344	-0.511210667717569	0.173109528927981	-2.95310530207872	0.00314594628336145	0.0419578895198985
AT5G59540	421.999043831821	-0.850119658963218	0.122774329904312	-6.92424596921671	4.38303783178752e-12	3.07045633624823e-10
AT5G59730	33.9566405191559	-8.62321685362439	1.29244643726276	-6.67201100564546	2.5232164151005e-11	1.65746234669187e-09
AT5G60760	695.176800192497	-0.577820934433702	0.10205855921003	-5.66166070642427	1.49915016680953e-08	7.2669150384703e-07
AT5G62210	242.755703679177	-0.767860078493683	0.147717387093629	-5.19816992164221	2.01260114531762e-07	8.53877419520469e-06
AT5G63160	2256.56438695214	-1.0869398741977	0.28627477407565	-3.79684126101332	0.000146551566618378	0.00335889818882079
AT5G63660	432.531266486554	-0.560090408552941	0.137819225058285	-4.06394977417755	4.82492125183597e-05	0.0012701409427742
AT5G63780	854.718011241579	-0.631434926298673	0.0885259579954358	-7.13276580786879	9.83718550317211e-13	7.27813661473288e-11
AT5G64040	195.201148856052	-0.713469982112652	0.16828108921658	-4.23975139116438	2.23767471406734e-05	0.000635897695698437
AT5G64100	3813.31265892099	-0.651988624323558	0.0793554267329306	-8.21605592920337	2.10305405775569e-16	1.87109695619563e-14
AT5G64570	302.221118454942	-1.07632225036214	0.318675323977472	-3.37748852634172	0.000731510047956871	0.0130055825221067
AT5G65770	224.843885571801	-1.43838541895355	0.258207203190691	-5.57066340977048	2.5377117282244e-08	1.19176368599866e-06
AT5G65980	109.042629806862	-0.786976954203123	0.25194966651202	-3.12354830668362	0.0017868453124219	0.0270159422902398
AT5G66570	588.651885420118	-0.605768818838886	0.131068521120205	-4.62177198355145	3.80476079137084e-06	0.000130238938387736
AT5G66620	132.906483271833	-1.0161177727262	0.222372234191493	-4.56944535553473	4.89016644174768e-06	0.000163933306185519
MSTRG.2349	10.4651850217682	-3.13169626782274	0.945311655374751	-3.31287173919509	0.000923433173726884	0.0157791830641856
MSTRG.3841	9.94720988263157	-3.05458079246354	1.00513666888731	-3.03897060669865	0.00237388014475458	0.0336395408147145
MSTRG.41634	14.6738344923233	-7.43675885079865	1.35331707211473	-5.49520803663385	3.90250088795026e-08	1.78074866046181e-06
