baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AT1G51680	7650.02997636898	1.73122831818729	0.0827662443572733	20.9170819774566	3.74328895588085e-97	1.92514612009033e-94
AT1G51800	1152.2445694606	0.690526586096947	0.089021702179118	7.75683422349708	8.70756307322939e-15	7.25722035423379e-13
AT1G51830	225.616672375331	1.68016350321402	0.217399222375132	7.72847062127396	1.08846296002417e-14	8.9304785895213e-13
AT1G51860	1059.99675170194	1.03402986738599	0.106116776545094	9.74426382944816	1.95188429988237e-22	2.43535102646861e-20
AT1G51870	102.674001174359	1.9419176539168	0.316484597649161	6.13589940345063	8.46787308827083e-10	4.79982720266878e-08
AT1G51890	493.251939381811	0.509952410783116	0.11696959038419	4.35970074878575	1.30240426451193e-05	0.000397052048014298
AT1G52120	2019.26780421181	7.17879590524865	0.204106957930397	35.1717353393543	5.40992875845742e-271	8.77490444621793e-268
AT1G52130	208.839075974896	4.94039322215248	0.307498305049882	16.0664079802035	4.38786823595111e-58	1.40185741853432e-55
AT1G52760	2425.71949837624	0.648127653486779	0.124482806570595	5.20656363189581	1.92369747583729e-07	8.19456262131418e-06
AT1G53310	17452.774420027	1.30157503911229	0.0645835956645808	20.1533380995402	2.51565114480473e-90	1.17877822309672e-87
AT1G53635	196.522659119022	5.31973185450196	0.330725883857679	16.0850181801652	3.24956912267534e-58	1.05416022339588e-55
AT1G54575	247.303739014147	0.621534793222506	0.153133200554413	4.05878536445566	4.93286269387246e-05	0.00129371073088302
AT1G54950	46.2117751586524	1.90280344151113	0.364823248032683	5.21568581983753	1.83138362326114e-07	7.83297263287716e-06
AT1G56160	762.799942249974	10.0563388429257	0.736314054537913	13.6576760703512	1.81690050814816e-42	4.3535413766832e-40
AT1G56280	60.541561966605	1.09224730576317	0.371644064679995	2.93896071420823	0.0032931481320668	0.0433224268472381
AT1G56430	745.891115348645	2.3494847473443	0.10709493085373	21.93833759091	1.11918152185248e-106	6.37812474858958e-104
AT1G58080	2692.66999412171	0.751395106732245	0.0657899503650482	11.4211228700278	3.27968874557294e-30	5.96168249044405e-28
AT1G58643	144.111811240543	0.844865916143406	0.20102407890947	4.20280953767676	2.63622393831071e-05	0.000736257191565823
AT1G59312	144.111811240543	0.844865916143406	0.20102407890947	4.20280953767676	2.63622393831071e-05	0.000736257191565823
AT1G60610	620.156396983816	1.01356878373195	0.109264011147261	9.27632779622106	1.75420308095369e-20	1.92651698775987e-18
AT1G61560	425.742864848983	1.09434480009043	0.152073779783665	7.19614388257602	6.19392683799753e-13	4.69802666568402e-11
AT1G62320	335.18223417601	0.737457911029996	0.174710155974467	4.22103630390996	2.43181764190755e-05	0.000687363361893601
AT1G62422	136.728398578043	0.931921277636166	0.210242898961552	4.43259335863034	9.31063658055148e-06	0.000293021019309714
AT1G63090	565.679259227298	0.547384074827109	0.102696874166462	5.33009479859972	9.81615138131728e-08	4.33019598381708e-06
AT1G64400	418.789711540571	0.652745006149185	0.13543222936794	4.81971691077917	1.43762070188339e-06	5.2445796055213e-05
AT1G64480	39.4973633423506	1.36679699977132	0.377493651733645	3.62071519214768	0.000293789780207799	0.00612139457061427
AT1G64590	1128.42152078841	1.07452405404557	0.0941809049036599	11.409149818052	3.76390094686877e-30	6.78338592869017e-28
AT1G64980	1296.34293505717	0.531573895665344	0.0953845772296227	5.57295436122412	2.5045520029069e-08	1.17881659672533e-06
AT1G65690	275.389664555056	0.723173055662068	0.172044708070715	4.20340191669729	2.6293311419023e-05	0.000736257191565823
AT1G65840	4129.34107293877	0.88804177767005	0.115321343461476	7.70058474012406	1.35444981850909e-14	1.10269995648968e-12
AT1G66930	123.793056510475	0.734185173012924	0.211121565939091	3.47754702248059	0.000506024284535137	0.00963868840443351
AT1G67800	678.408723483256	0.622445444849566	0.129481320840296	4.80722192830654	1.53042070300355e-06	5.56387085233326e-05
AT1G70610	430.457253564274	1.03643001068008	0.134093337360328	7.72916858572202	1.0825123853533e-14	8.91635006154677e-13
AT1G70690	433.064704428106	0.883987542849771	0.14183465778479	6.23252142075931	4.58986754093283e-10	2.71859401595814e-08
AT1G71010	6141.00927455858	0.504832977669523	0.0658265193933287	7.66914280630622	1.73149574963861e-14	1.3988628113747e-12
AT1G71100	306.847715553448	0.792224340381556	0.191571153986259	4.13540516876764	3.54328915660569e-05	0.000957869168669072
AT1G71400	1809.78921693594	0.798054130507774	0.128501989154292	6.21044184420798	5.28358278480262e-10	3.09471185000967e-08
AT1G71740	168.646087737786	0.60446490954641	0.184945831947134	3.26833485882069	0.00108182289009083	0.0179334256764585
AT1G72200	520.028942029957	0.754287469761888	0.123171314251588	6.12388910798815	9.13184632357115e-10	5.13477630876857e-08
AT1G72220	193.738642311064	0.556380443125686	0.173093230966645	3.21433969438644	0.0013074489692395	0.0211417706789756
AT1G72510	1434.07741976	0.77164765411187	0.113543073593109	6.79607861310089	1.07505131463515e-11	7.31242968399897e-10
AT1G72540	44.9297106717154	1.65682792326081	0.467370464577137	3.54499920049475	0.000392614277014799	0.00780983338232417
AT1G72860	104.413822207532	1.00318719245742	0.247968713743655	4.04562001920328	5.21848209614879e-05	0.00135680534499869
AT1G73120	239.199260922789	2.94895284039542	0.204261467354183	14.437147047818	3.02089915230284e-47	7.86403450931576e-45
AT1G73220	38.0414762541905	2.0919005188181	0.461779863723878	4.53008171891392	5.89608764493017e-06	0.000193954608550698
AT1G73330	559.636411423428	0.534462724690589	0.178283370663202	2.9978271260097	0.00271911865427784	0.0373763598071072
AT1G74360	335.446119850692	0.653594431538683	0.139823834443377	4.67441358721545	2.94794724576022e-06	0.000102069647987028
AT1G74770	7658.15888512661	2.7105890511383	0.0799883273470447	33.88730757399	1.02464910571386e-251	1.44038340287217e-248
AT1G74940	754.096006993274	0.512056703859368	0.115611758611304	4.42910574157895	9.4624623318615e-06	0.000296471739568546
AT1G76520	173.49514758511	0.759155177151458	0.218428523745678	3.4755313277462	0.000509842439843573	0.00966774971811292
AT1G76760	333.692538511039	0.806200881207021	0.154044175006956	5.23356940417004	1.66267534311943e-07	7.19900868275488e-06
AT1G76950	1345.89217488845	0.71179450220337	0.0841749048674689	8.45613669922254	2.763815864962e-17	2.62512708687336e-15
AT1G77120	15543.7841830935	0.634812195990341	0.0655415746156121	9.68564151400671	3.47023011069323e-22	4.18132983509014e-20
AT1G77145	472.28402446715	0.597149687456393	0.188074698855506	3.17506656179826	0.00149802134448267	0.0236333794691904
AT1G77280	1455.56625729995	2.07803910423006	0.0954140000898073	21.7791844202541	3.65521351610484e-105	2.0282587421207e-102
AT1G77380	268.031068588514	0.540229081638691	0.161423569927501	3.34665552175138	0.000817927837882969	0.0142535755285953
AT1G77660	363.338060241117	0.941338809619912	0.145698682532454	6.46086013447807	1.04109511515019e-10	6.61220831266774e-09
AT1G77920	769.291456630631	0.662176559727824	0.101147256352528	6.54665864015076	5.88386432695332e-11	3.78253546335786e-09
AT1G78080	732.389823626114	0.645001394067848	0.126509130549634	5.0984572517854	3.42432841681806e-07	1.38856517301972e-05
AT1G78340	820.377425476148	0.543700228164507	0.0930544320912564	5.84281926121813	5.1324694255604e-09	2.60778916403293e-07
AT1G78710	12.2868682296482	4.02623525701225	0.959909147154383	4.19439200985623	2.73604459585706e-05	0.000756123674288885
AT1G79450	417.088806445008	0.604937183153332	0.138806397500631	4.35813618137149	1.31174757123829e-05	0.000399127118140413
AT1G80180	193.802907306751	1.51331550188363	0.219959316206212	6.87997911606931	5.98613356934716e-12	4.15209251458073e-10
AT1G80360	3379.95674023644	0.981352251405904	0.0905169350612166	10.8416425141021	2.18512181812483e-27	3.51721211121986e-25
AT1G80440	829.9341901064	0.937632131449307	0.157232268208777	5.96335689951566	2.47107867929801e-09	1.3191181020678e-07
AT2G00610	28.164566251054	6.27700378374112	1.12435718270402	5.58274886335075	2.36746487840385e-08	1.11929068219784e-06
AT2G00920	57.0450837672668	7.31101631152048	1.08271653750162	6.75247496301364	1.45344150585232e-11	9.69850240265886e-10
AT2G01260	360.512052561564	0.556208716223837	0.149755488414294	3.71411239823881	0.000203918152038851	0.00444196090278018
AT2G01670	2268.32236140674	1.02199087911129	0.121942862135002	8.38089955589079	5.25247101941758e-17	4.83911635808431e-15
AT2G01880	841.554923677888	1.66327636291316	0.124656873254503	13.3428371776771	1.30400523340346e-40	2.98872329908102e-38
AT2G01890	1146.74607269763	0.702467702392969	0.0912790366225767	7.69582730476827	1.40581577578076e-14	1.1401165941582e-12
AT2G02310	73.9475736234748	2.59011897447612	0.48319094164321	5.36044604989444	8.30167170742344e-08	3.68524314995223e-06
AT2G05830	2298.60144226242	1.34660273867371	0.0976284846139732	13.793133674032	2.80313820995402e-43	6.87290375524307e-41
AT2G06255	66.5454087676916	0.943931144146605	0.297303988829719	3.17496965937864	0.00149852168976134	0.0236333794691904
AT2G14210	343.617063469552	1.00711647828513	0.202745889256893	4.96738297371368	6.78624855829461e-07	2.62559334128807e-05
AT2G14247	1072.84762314276	2.33990347538272	0.0997071053131148	23.4677706070657	8.70611595245469e-122	5.92184390236967e-119
AT2G15830	252.282553780817	1.21947237557827	0.156154690261619	7.8093867916179	5.74668891249698e-15	4.82767658999647e-13
AT2G16660	3395.77377365253	0.912172807354113	0.106556883819028	8.56043058563265	1.1244675658696e-17	1.09265083382149e-15
AT2G17850	595.657721869428	0.729993496793218	0.179139747807222	4.07499455441227	4.60154238296103e-05	0.00121436949545828
